gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	TPM_coefficient_of_quartile_variation	FPKM_ci_lower_bound	FPKM_ci_upper_bound	FPKM_coefficient_of_quartile_variation
ENSG00000055813.5	ENST00000407595.2	3982.00	3773.32	0.00	0.00	0.00	0.42	0.70	0.00	0.01	4.26815e-09	0.00536523	0.652743	1.24729e-08	0.015681	0.652745
ENSG00000055917.15	ENST00000319801.9,ENST00000338086.9,ENST00000361078.6,ENST00000403432.5,ENST00000420234.5,ENST00000424110.1,ENST00000429419.6,ENST00000432105.5,ENST00000440577.5,ENST00000442400.5,ENST00000446940.5	4566.34	4357.67	3571.00	4.00	11.67	3571.00	0.00	4.07	11.89	3.81262	4.32745	0.0217963	11.1606	12.6648	0.0217806
ENSG00000055950.16	ENST00000299179.9,ENST00000318325.6,ENST00000318364.12,ENST00000342071.5,ENST00000370234.4,ENST00000370236.5,ENST00000370241.7,ENST00000370242.8,ENST00000448244.5,ENST00000476012.5,ENST00000477279.1,ENST00000487059.1,ENST00000493646.1,ENST00000523148.5	900.16	691.49	2122.00	14.99	43.70	2122.00	0.00	15.03	43.90	14.3648	15.7316	0.0157174	41.9719	45.9666	0.0157169
ENSG00000055955.15	ENST00000266041.8,ENST00000406595.5,ENST00000441637.2,ENST00000461966.5,ENST00000464000.1,ENST00000467462.1,ENST00000471505.1,ENST00000473904.1,ENST00000481977.5,ENST00000483372.1,ENST00000484632.1,ENST00000485816.5,ENST00000485894.1,ENST00000491663.5,ENST00000537897.5	1290.80	1082.14	56.13	0.25	0.74	59.85	6.40	0.52	1.51	0.299984	0.774143	0.155928	0.878388	2.26422	0.155947
ENSG00000055957.10	ENST00000273283.6,ENST00000405128.3,ENST00000428133.5,ENST00000478667.5,ENST00000480409.1,ENST00000482836.1,ENST00000484844.2,ENST00000487686.5,ENST00000494603.1,ENST00000494705.1,ENST00000537050.5,ENST00000628722.2	1281.92	1073.25	0.00	0.00	0.00	0.00	0.00	0.10	0.30	0.0403064	0.175851	0.235283	0.117783	0.513996	0.235323
ENSG00000056050.6	ENST00000393381.2,ENST00000506125.1,ENST00000515204.1	1028.29	819.62	926.00	5.52	16.09	926.00	0.00	5.56	16.24	5.01648	6.14075	0.0349266	14.658	17.944	0.0349302
ENSG00000056097.15	ENST00000265069.12,ENST00000502988.5,ENST00000505204.1,ENST00000505366.1,ENST00000507465.1,ENST00000510369.5,ENST00000514356.5	4155.57	3946.89	10858.00	13.44	39.18	10858.00	0.00	13.53	39.52	12.9779	14.0816	0.0142967	37.9505	41.1771	0.0143064
ENSG00000056277.15	ENST00000370978.8,ENST00000447817.1	4516.09	4307.41	855.00	0.97	2.83	855.00	0.00	0.97	2.84	0.903491	1.03867	0.023861	2.64078	3.03602	0.0238623
ENSG00000056291.17	ENST00000308744.10,ENST00000344413.5,ENST00000358749.3,ENST00000395999.5,ENST00000506359.1	1550.40	1341.72	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.00452864	0.0367308	0.305568	0.0132463	0.107373	0.305476
ENSG00000056487.15	ENST00000313237.9,ENST00000396103.7,ENST00000403565.5,ENST00000414269.1,ENST00000420689.1,ENST00000460507.5,ENST00000462631.1,ENST00000474327.5,ENST00000490679.5,ENST00000491522.1,ENST00000495348.1,ENST00000629843.2	1570.50	1361.85	0.00	0.00	0.00	0.00	0.00	0.13	0.39	0.0478052	0.23709	0.248667	0.139806	0.693047	0.248617
ENSG00000056558.10	ENST00000373887.7,ENST00000540010.1,ENST00000546084.5	4305.12	4096.44	22708.00	27.07	78.94	22708.00	0.00	26.94	78.70	26.5826	27.3026	0.00465497	77.695	79.8	0.00465306
ENSG00000056586.15	ENST00000335387.9,ENST00000357244.6,ENST00000373670.5,ENST00000398671.2,ENST00000423239.6,ENST00000454740.5,ENST00000471874.2,ENST00000478216.1,ENST00000495727.2,ENST00000498479.5	4667.03	4458.35	2815.00	3.08	8.99	2815.00	0.00	3.17	9.25	2.92002	3.42865	0.0275952	8.53737	10.0239	0.0275689
ENSG00000056736.9	ENST00000288167.7,ENST00000475124.1,ENST00000494338.1	2068.32	1859.64	194.00	0.51	1.49	194.00	0.00	0.52	1.52	0.442712	0.599535	0.0519274	1.29368	1.75198	0.0519352
ENSG00000056972.18	ENST00000340026.10,ENST00000359831.8,ENST00000368730.5,ENST00000368731.6,ENST00000368734.5,ENST00000368735.1,ENST00000368761.9,ENST00000392556.8,ENST00000464903.1,ENST00000492671.1,ENST00000528599.1,ENST00000532708.5	2110.61	1901.94	2324.00	5.97	17.40	2324.00	0.00	6.05	17.68	5.65278	6.47019	0.0235337	16.5174	18.9067	0.0235338
ENSG00000056998.19	ENST00000353656.10,ENST00000381157.2,ENST00000381161.5,ENST00000381163.7,ENST00000398806.7,ENST00000453106.1,ENST00000469234.6,ENST00000520904.3,ENST00000639373.1	1719.22	1510.55	0.00	0.00	0.00	0.00	0.00	0.05	0.15	0.0160265	0.0955269	0.278578	0.0466896	0.279038	0.278577
ENSG00000057019.15	ENST00000326840.10,ENST00000326857.9,ENST00000449482.1,ENST00000460008.1,ENST00000469648.5,ENST00000470393.1,ENST00000479144.5,ENST00000486004.1,ENST00000494614.5,ENST00000496736.1	3940.33	3731.66	750.00	0.98	2.86	750.00	0.00	1.11	3.23	0.933837	1.28942	0.0561018	2.72862	3.76781	0.0561004
ENSG00000057149.15	ENST00000283752.9,ENST00000332821.8	1659.00	1450.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00022913	0.0161461	0.474781	0.000669635	0.047201	0.474814
ENSG00000057252.12	ENST00000367619.7,ENST00000426956.1,ENST00000539888.5,ENST00000540564.5	6840.13	6631.45	3111.00	2.29	6.68	3111.00	0.00	2.30	6.72	2.2103	2.38382	0.0127638	6.45985	6.9667	0.0127663
ENSG00000057294.14	ENST00000070846.10,ENST00000340811.8,ENST00000546498.1,ENST00000546741.2,ENST00000546769.1,ENST00000549461.1,ENST00000552612.5	566.00	357.35	1.00	0.01	0.04	1.00	0.00	0.06	0.17	0.0158467	0.109555	0.29011	0.046342	0.320187	0.290233
ENSG00000057468.6	ENST00000263187.3	3266.00	3057.32	38.00	0.06	0.18	38.00	0.00	0.06	0.18	0.0427519	0.0809977	0.108358	0.12558	0.237342	0.108341
ENSG00000057593.13	ENST00000346342.7,ENST00000375581.3,ENST00000444337.1,ENST00000473085.1,ENST00000479674.1,ENST00000541084.5	1713.33	1504.67	0.00	0.00	0.00	0.00	0.00	0.04	0.12	0.00844141	0.0852247	0.338056	0.0246712	0.249089	0.337979
ENSG00000057608.16	ENST00000380127.5,ENST00000380181.7,ENST00000380191.8,ENST00000418688.5,ENST00000447751.5,ENST00000456041.5,ENST00000479928.1,ENST00000608581.5,ENST00000609712.1	1884.27	1675.59	22870.00	66.66	194.38	22870.00	0.04	66.43	194.06	65.1882	67.7103	0.00660334	190.496	197.865	0.00659798
ENSG00000057657.16	ENST00000369089.3,ENST00000369091.6,ENST00000369096.8,ENST00000424894.1,ENST00000450060.5,ENST00000481163.1,ENST00000489365.1,ENST00000648754.1	3973.56	3764.88	536.00	0.70	2.03	536.00	0.00	0.75	2.20	0.644851	0.866244	0.0505565	1.88635	2.53322	0.0505343
ENSG00000057663.15	ENST00000343245.7,ENST00000360666.6,ENST00000369070.5,ENST00000369076.7,ENST00000475645.1,ENST00000476518.1,ENST00000613993.1,ENST00000635758.2,ENST00000636335.1,ENST00000636437.1,ENST00000646025.1	1871.13	1662.46	1724.00	5.06	14.77	1724.00	0.00	5.16	15.08	4.70152	5.61282	0.0309163	13.7447	16.4082	0.0309143
ENSG00000057704.12	ENST00000261226.8,ENST00000548918.1,ENST00000551457.1,ENST00000552239.1	5596.16	5387.49	2425.00	2.20	6.41	2425.00	0.00	2.23	6.50	2.09598	2.36262	0.0205693	6.12657	6.90636	0.0205605
ENSG00000057757.9	ENST00000246151.8,ENST00000374524.1,ENST00000415372.1	1597.11	1388.44	3805.00	13.38	39.03	3805.00	0.00	13.35	38.99	12.9244	13.7661	0.0109511	37.7875	40.2473	0.0109428
ENSG00000057935.13	ENST00000405094.1,ENST00000405592.5,ENST00000406652.5,ENST00000406911.5,ENST00000407270.7,ENST00000409019.5,ENST00000430763.5,ENST00000433553.5,ENST00000454356.5,ENST00000461256.5,ENST00000467925.5,ENST00000472767.5,ENST00000475383.5,ENST00000478602.1,ENST00000482875.5,ENST00000484780.5,ENST00000490611.1,ENST00000491314.1,ENST00000493983.1	2109.96	1901.29	1310.00	3.36	9.81	1310.00	0.00	3.52	10.27	3.14112	3.89208	0.03702	9.17943	11.3747	0.0370466
ENSG00000058056.8	ENST00000263966.7,ENST00000482333.5,ENST00000496897.5,ENST00000497155.1,ENST00000497380.1	8218.07	8009.40	2442.00	1.49	4.34	2442.00	0.00	1.56	4.55	1.4602	1.65998	0.0217398	4.26761	4.85173	0.0217519
ENSG00000058063.15	ENST00000323116.9,ENST00000466758.5,ENST00000475636.1,ENST00000482070.1,ENST00000482794.1,ENST00000484691.1,ENST00000490303.5,ENST00000491699.6,ENST00000493826.1,ENST00000498086.5	5178.03	4969.35	9534.00	9.37	27.32	9534.00	0.00	9.45	27.60	9.11379	9.79422	0.0124047	26.6308	28.6185	0.0124151
ENSG00000058085.14	ENST00000264144.4,ENST00000461729.1,ENST00000476255.1,ENST00000493293.5	3705.90	3497.23	107.00	0.15	0.44	107.00	0.00	0.22	0.65	0.125832	0.356726	0.173435	0.367799	1.04253	0.173483
ENSG00000058091.16	ENST00000265741.7,ENST00000380050.7,ENST00000406263.5,ENST00000430760.5,ENST00000431029.5,ENST00000436577.3,ENST00000446224.5,ENST00000446790.5,ENST00000449528.5,ENST00000456689.5,ENST00000460493.1,ENST00000478540.1,ENST00000484035.5,ENST00000487145.1,ENST00000496279.5	3836.92	3628.26	3890.00	5.24	15.27	3890.00	0.00	5.55	16.22	5.11233	6.00106	0.0278927	14.9419	17.5392	0.0278904
ENSG00000058262.9	ENST00000243253.7,ENST00000424880.2,ENST00000464451.5,ENST00000481210.5,ENST00000483956.1,ENST00000491668.1,ENST00000498837.1	3468.49	3259.82	21799.00	32.66	95.23	21799.00	0.00	32.56	95.10	32.0637	33.0443	0.00518586	93.7391	96.6034	0.00518026
ENSG00000058272.18	ENST00000261207.9,ENST00000437004.6,ENST00000450142.6,ENST00000546369.5,ENST00000546762.5,ENST00000547131.1,ENST00000547253.5,ENST00000547330.5,ENST00000548318.1,ENST00000548908.3,ENST00000550001.1,ENST00000550007.1,ENST00000550107.5,ENST00000550299.5,ENST00000550351.5,ENST00000550510.5,ENST00000550903.5,ENST00000551191.1,ENST00000551781.2,ENST00000552892.1,ENST00000553081.5,ENST00000634739.1,ENST00000650220.1	3370.78	3162.11	5647.00	8.72	25.43	5647.00	0.00	8.89	25.96	8.22815	9.53471	0.0254595	24.0672	27.8866	0.02545
ENSG00000058335.15	ENST00000394745.3,ENST00000419573.7,ENST00000558480.6,ENST00000559926.1,ENST00000560286.1,ENST00000560334.5,ENST00000560943.5,ENST00000561112.1,ENST00000623620.1	1567.36	1358.69	63.00	0.23	0.66	63.00	0.00	0.38	1.10	0.19867	0.586701	0.172569	0.58068	1.7148	0.172579
ENSG00000058404.19	ENST00000258682.10,ENST00000346990.8,ENST00000347193.8,ENST00000350811.7,ENST00000353185.7,ENST00000353625.8,ENST00000358707.7,ENST00000395747.6,ENST00000395749.6,ENST00000415369.5,ENST00000421607.1,ENST00000424197.5,ENST00000425809.5,ENST00000427209.1,ENST00000433930.1,ENST00000440254.6,ENST00000457475.5,ENST00000462128.5,ENST00000466584.5,ENST00000470984.5,ENST00000484972.5,ENST00000489429.5,ENST00000495819.5,ENST00000497127.5,ENST00000497584.5,ENST00000523845.5	3689.28	3480.61	24.00	0.03	0.10	24.00	0.00	0.25	0.74	0.147806	0.358633	0.145046	0.431991	1.0483	0.145059
ENSG00000058453.16	ENST00000375541.9,ENST00000445545.6,ENST00000465021.5,ENST00000465291.1,ENST00000466256.6,ENST00000467715.2,ENST00000467938.5,ENST00000477773.1,ENST00000486318.1,ENST00000492631.5,ENST00000494191.6,ENST00000497654.2,ENST00000498688.5	1605.80	1397.13	164.00	0.57	1.67	164.00	0.00	0.67	1.95	0.540458	0.800313	0.0670203	1.5795	2.33892	0.0669997
ENSG00000058600.15	ENST00000299853.9,ENST00000359210.8,ENST00000418581.6,ENST00000561494.5,ENST00000563024.5,ENST00000563282.1,ENST00000563766.5,ENST00000564061.5,ENST00000564209.5,ENST00000564256.1,ENST00000564750.5,ENST00000564883.5,ENST00000565117.1,ENST00000565358.5,ENST00000565551.5,ENST00000567022.5,ENST00000569757.1,ENST00000569787.1,ENST00000615879.4	3015.42	2806.74	3746.00	6.52	19.01	3746.00	0.00	6.82	19.92	6.41844	7.24618	0.0207699	18.725	21.1442	0.0207698
ENSG00000058668.14	ENST00000341360.6,ENST00000356729.5,ENST00000357681.9,ENST00000367218.7,ENST00000458092.5,ENST00000466407.1,ENST00000484746.1	7506.82	7298.15	1220.00	0.82	2.38	1220.00	0.00	0.88	2.57	0.778366	0.987869	0.0396983	2.27508	2.88728	0.0396837
ENSG00000058673.16	ENST00000332127.8,ENST00000367210.2,ENST00000367212.7,ENST00000367214.5,ENST00000432282.5,ENST00000453771.5,ENST00000461980.1,ENST00000466470.5,ENST00000480354.1,ENST00000488411.1,ENST00000492823.1,ENST00000495527.5,ENST00000638800.1,ENST00000639812.1,ENST00000640465.1	4266.20	4057.53	9008.25	10.84	31.62	9003.38	140.42	10.93	31.91	10.507	11.3545	0.0133715	30.699	33.176	0.0133706
ENSG00000058729.10	ENST00000283109.7,ENST00000508447.1,ENST00000508991.1,ENST00000510384.1,ENST00000511012.1,ENST00000511293.1,ENST00000511920.1	1962.46	1753.80	1736.00	4.83	14.10	1736.00	0.00	4.95	14.47	4.36581	5.55764	0.0418102	12.7445	16.228	0.0417955
ENSG00000058799.14	ENST00000072644.6,ENST00000371399.5,ENST00000464950.6,ENST00000465897.5,ENST00000469457.5,ENST00000472983.1,ENST00000480151.5	1683.91	1475.24	1089.00	3.61	10.51	1089.00	0.00	3.66	10.68	3.4271	3.88602	0.0217435	10.0167	11.3582	0.0217556
ENSG00000058804.11	ENST00000371429.3,ENST00000480952.1	4466.66	4257.98	8183.00	9.39	27.37	8183.00	0.00	9.36	27.33	9.03046	9.69109	0.0121759	26.3836	28.3145	0.0121795
ENSG00000058866.14	ENST00000265022.7,ENST00000344484.8,ENST00000382164.8,ENST00000437018.2,ENST00000447054.5,ENST00000466466.1,ENST00000472506.1,ENST00000480809.5,ENST00000480933.1,ENST00000482566.1,ENST00000490452.5	2014.25	1805.59	407.00	1.10	3.21	407.00	0.00	1.27	3.72	1.0206	1.54268	0.0711004	2.98294	4.50879	0.0711106
ENSG00000059122.16	ENST00000253928.13,ENST00000344592.9,ENST00000416288.6,ENST00000570425.5,ENST00000570752.5,ENST00000570759.1,ENST00000571140.5,ENST00000571580.1,ENST00000571983.5,ENST00000573525.1,ENST00000573564.5,ENST00000574985.1,ENST00000575604.1,ENST00000575679.1	2851.90	2643.23	1885.00	3.48	10.16	1885.00	0.00	3.79	11.06	3.26571	4.34308	0.051928	9.53312	12.682	0.0519537
ENSG00000059145.18	ENST00000248104.11,ENST00000301712.5,ENST00000382757.9,ENST00000389221.8,ENST00000397464.5,ENST00000402641.6,ENST00000403703.5,ENST00000502438.6,ENST00000503648.1,ENST00000508903.6,ENST00000509981.1,ENST00000511095.2,ENST00000513783.1,ENST00000515195.1,ENST00000561783.1,ENST00000562537.1,ENST00000566707.1	2824.00	2615.32	1175.00	2.19	6.40	1175.00	0.00	5.98	17.47	2.35064	12.3128	0.31636	6.87513	35.9876	0.316322
ENSG00000059377.16	ENST00000336425.9,ENST00000411653.5,ENST00000414041.1,ENST00000416849.6,ENST00000422328.5,ENST00000425687.5,ENST00000438104.5,ENST00000448866.5,ENST00000455353.5,ENST00000458722.5,ENST00000462053.5,ENST00000462275.5,ENST00000469630.1,ENST00000473948.6,ENST00000474763.5,ENST00000476637.5,ENST00000481440.5,ENST00000492560.6,ENST00000493340.5,ENST00000494876.1	1335.38	1126.72	1336.00	5.79	16.89	1336.00	0.00	6.07	17.74	5.42532	6.73614	0.0367495	15.8562	19.6876	0.0367411
ENSG00000059378.12	ENST00000263549.7,ENST00000466597.1,ENST00000467638.1,ENST00000470515.1,ENST00000473341.5,ENST00000484111.1,ENST00000488726.5,ENST00000489383.1,ENST00000489809.5,ENST00000491598.5,ENST00000493262.1,ENST00000496624.5	2395.54	2186.86	1441.00	3.22	9.38	1441.00	0.00	3.34	9.77	3.08953	3.58962	0.025589	9.03015	10.4918	0.0255898
ENSG00000059573.8	ENST00000371221.3,ENST00000371224.6,ENST00000483788.1,ENST00000485428.1,ENST00000489386.1	3241.58	3032.90	10445.00	16.82	49.05	10445.00	0.00	16.82	49.14	16.3683	17.298	0.00929765	47.8542	50.57	0.00927932
ENSG00000059588.9	ENST00000040877.1,ENST00000462259.5,ENST00000463793.1,ENST00000468077.5,ENST00000471918.1,ENST00000481183.1,ENST00000483404.5,ENST00000484454.1,ENST00000496673.5	3506.70	3298.02	4395.00	6.51	18.98	4395.00	0.00	6.81	19.89	6.28754	7.36973	0.0263714	18.3781	21.5405	0.0263683
ENSG00000059691.11	ENST00000263985.10,ENST00000503160.5,ENST00000505211.5,ENST00000507592.5,ENST00000508611.1,ENST00000510396.1,ENST00000510720.1,ENST00000511538.5,ENST00000512306.5,ENST00000513504.1,ENST00000515490.1,ENST00000515564.5,ENST00000515812.5,ENST00000515884.5	2096.85	1888.18	2002.00	5.18	15.10	2002.00	0.00	5.34	15.59	4.98709	5.69997	0.0234649	14.5771	16.6594	0.0234604
ENSG00000059728.10	ENST00000264444.6,ENST00000409442.2,ENST00000410000.2,ENST00000435990.5,ENST00000465446.1,ENST00000540449.5	3868.27	3659.61	453.00	0.60	1.76	453.49	0.81	0.65	1.91	0.528692	0.781234	0.067072	1.5457	2.28379	0.0670572
ENSG00000059758.7	ENST00000261211.7,ENST00000542666.5,ENST00000543119.6,ENST00000548422.1,ENST00000548734.1,ENST00000549899.1,ENST00000550971.5,ENST00000551484.1,ENST00000551816.5,ENST00000552262.1,ENST00000552496.5,ENST00000553042.1	2934.67	2725.99	2045.00	3.66	10.68	2045.00	0.00	3.93	11.48	3.6283	4.26005	0.0274329	10.5938	12.4397	0.0274551
ENSG00000059769.19	ENST00000313525.3,ENST00000447096.1,ENST00000463589.5	2363.13	2154.46	285.50	0.65	1.89	285.74	3.06	0.65	1.90	0.575352	0.729454	0.0401419	1.67815	2.1285	0.0401662
ENSG00000059804.15	ENST00000075120.11,ENST00000469295.1,ENST00000476634.1,ENST00000479059.3,ENST00000486749.5,ENST00000490763.1,ENST00000495813.5,ENST00000541671.1,ENST00000543435.1,ENST00000544291.1,ENST00000544936.1	3254.96	3046.28	840.00	1.35	3.93	839.92	0.27	1.49	4.37	1.32183	1.68732	0.0421163	3.86449	4.93234	0.0420952
ENSG00000059915.16	ENST00000020673.5,ENST00000406432.5,ENST00000461698.5,ENST00000472685.5,ENST00000473507.1,ENST00000479172.5,ENST00000488194.1,ENST00000492902.2,ENST00000611678.4	1280.31	1071.65	4.00	0.02	0.05	4.00	0.00	0.08	0.25	0.0309814	0.146757	0.242087	0.0905438	0.428907	0.242083
ENSG00000060069.16	ENST00000075430.11,ENST00000299543.8,ENST00000585951.1,ENST00000587623.1,ENST00000590599.1,ENST00000590635.5,ENST00000591598.5,ENST00000613122.4	3559.68	3351.01	2889.00	4.21	12.28	2889.00	0.00	4.27	12.47	4.08159	4.45867	0.0151231	11.9265	13.0281	0.0151207
ENSG00000060138.12	ENST00000228251.8,ENST00000279550.11,ENST00000366286.6,ENST00000366290.2,ENST00000536107.5,ENST00000536823.5,ENST00000539204.5,ENST00000540447.5,ENST00000540747.1,ENST00000540975.5,ENST00000541351.3,ENST00000542002.5,ENST00000542641.5,ENST00000544501.1,ENST00000544504.5,ENST00000544622.4,ENST00000546164.5,ENST00000546298.5	1648.97	1440.30	4363.00	14.79	43.14	4363.00	0.00	18.74	54.74	14.5311	26.0863	0.110053	42.2899	76.0571	0.110004
ENSG00000060140.8	ENST00000075503.7,ENST00000535345.5,ENST00000538867.5,ENST00000541561.1,ENST00000542562.5,ENST00000542924.1	2995.00	2786.32	74.00	0.13	0.38	74.00	0.00	0.32	0.95	0.153655	0.585057	0.227773	0.448809	1.7096	0.227807
ENSG00000060237.16	ENST00000315939.10,ENST00000340908.8,ENST00000447667.2,ENST00000530271.6,ENST00000534872.1,ENST00000535572.5,ENST00000535698.1,ENST00000537603.1,ENST00000537687.5,ENST00000538787.1,ENST00000540360.5,ENST00000540885.1,ENST00000542424.1,ENST00000542543.1,ENST00000543065.1,ENST00000544559.1,ENST00000544965.5,ENST00000545055.1,ENST00000545285.5,ENST00000574564.1,ENST00000574679.1	3853.36	3644.69	9081.00	12.17	35.48	9081.00	0.00	13.44	39.25	11.8474	15.4408	0.0418905	34.6058	45.1138	0.0418756
ENSG00000060303.5	ENST00000498293.1	408.00	199.38	0.00	0.00	0.00	0.00	0.00	0.02	0.07	8.58821e-07	0.0732616	0.658538	2.50973e-06	0.214103	0.658623
ENSG00000060339.13	ENST00000265872.10,ENST00000398676.3,ENST00000479143.2,ENST00000480627.2,ENST00000483264.1,ENST00000494903.2,ENST00000536012.5,ENST00000536391.5,ENST00000538031.5,ENST00000539250.1,ENST00000539539.5,ENST00000540210.5,ENST00000541012.5,ENST00000543225.5,ENST00000543229.5,ENST00000543706.1,ENST00000543719.5,ENST00000630771.2	2951.46	2742.79	6322.00	11.26	32.83	6322.00	0.00	11.41	33.33	10.6953	12.135	0.0217969	31.2658	35.4743	0.0217983
ENSG00000060491.16	ENST00000290291.10,ENST00000370461.5,ENST00000450048.1,ENST00000621591.4	2508.96	2300.29	5180.00	11.00	32.07	5180.00	0.00	10.98	32.07	10.6582	11.3086	0.0102673	31.1452	33.0458	0.0102643
ENSG00000060558.3	ENST00000262958.3,ENST00000586082.1,ENST00000592455.1	2133.00	1924.32	1258.00	3.19	9.31	1258.00	0.00	3.21	9.37	3.02728	3.384	0.0192033	8.84804	9.89056	0.019189
ENSG00000060566.13	ENST00000078445.6,ENST00000595923.5,ENST00000598894.1,ENST00000602147.1,ENST00000602257.5	2618.00	2409.32	2.00	0.00	0.01	2.00	0.00	0.03	0.10	0.00844298	0.0648236	0.304944	0.0246857	0.189476	0.304908
ENSG00000060642.10	ENST00000078527.8,ENST00000374145.5,ENST00000430292.5,ENST00000431541.5,ENST00000455364.1,ENST00000472757.5	1883.36	1674.69	819.00	2.39	6.96	819.00	0.00	2.44	7.12	2.20834	2.662	0.0318388	6.45329	7.77928	0.0318181
ENSG00000060656.19	ENST00000345512.7,ENST00000373779.7,ENST00000415600.6,ENST00000428026.6,ENST00000460170.2,ENST00000465525.6,ENST00000492954.1,ENST00000493601.5,ENST00000526080.1,ENST00000527027.1,ENST00000531385.1	1503.83	1295.16	71.00	0.27	0.78	71.00	0.00	0.34	1.01	0.242544	0.459045	0.108948	0.70817	1.34097	0.108997
ENSG00000060688.12	ENST00000263694.8,ENST00000373720.3,ENST00000463988.1,ENST00000474025.1,ENST00000486941.1,ENST00000489853.1,ENST00000491106.1	1210.55	1001.88	7692.00	37.50	109.34	7692.00	0.00	37.47	109.44	36.3984	38.5924	0.010089	106.381	112.796	0.0100754
ENSG00000060709.15	ENST00000261655.8,ENST00000535703.6,ENST00000536632.1,ENST00000540658.1,ENST00000541840.2,ENST00000544568.2,ENST00000643940.1,ENST00000644209.1,ENST00000647475.1	5011.40	4802.72	12.00	0.01	0.04	12.00	0.00	0.06	0.18	0.0256531	0.103262	0.226432	0.0749005	0.301692	0.226422
ENSG00000060718.21	ENST00000353414.8,ENST00000358392.6,ENST00000370096.8,ENST00000427239.5,ENST00000447608.1,ENST00000461720.6,ENST00000465209.1,ENST00000470170.1,ENST00000512756.5,ENST00000635193.1,ENST00000639098.1,ENST00000644186.1,ENST00000645458.1,ENST00000647280.1	3458.07	3249.41	0.00	0.00	0.00	0.00	0.00	0.09	0.27	0.0171722	0.207359	0.376272	0.0506579	0.606463	0.376268
ENSG00000060749.15	ENST00000399302.7,ENST00000524678.1,ENST00000527250.5,ENST00000527788.5,ENST00000528034.1,ENST00000528155.1,ENST00000650167.1	6523.03	6314.36	2917.00	2.26	6.58	2917.00	0.00	2.35	6.85	2.10914	2.62925	0.0373888	6.162	7.68213	0.0373928
ENSG00000060762.18	ENST00000341756.10,ENST00000360961.10,ENST00000366868.5,ENST00000475708.1,ENST00000487218.5,ENST00000621630.1,ENST00000621685.4	915.87	707.20	1559.00	10.77	31.39	1559.00	0.00	10.77	31.45	10.1924	11.3345	0.0181896	29.7984	33.1338	0.0181866
ENSG00000060971.17	ENST00000301810.11,ENST00000333167.12,ENST00000411549.5,ENST00000418880.1,ENST00000421218.1,ENST00000423611.5,ENST00000440176.5,ENST00000447223.5,ENST00000450296.5,ENST00000451419.1,ENST00000452171.5,ENST00000460424.5,ENST00000465181.1,ENST00000469559.5,ENST00000469600.1,ENST00000480865.5,ENST00000484284.5,ENST00000489559.1,ENST00000625927.2,ENST00000627515.2	1435.36	1226.68	2512.00	10.00	29.16	2512.00	0.00	10.18	29.74	9.55815	10.8473	0.0213941	27.9343	31.7041	0.0214059
ENSG00000060982.14	ENST00000261192.11,ENST00000342945.9,ENST00000355164.3,ENST00000538118.5,ENST00000539282.5,ENST00000539780.5,ENST00000543099.1,ENST00000544418.1,ENST00000546285.1,ENST00000612790.1	7600.36	7391.68	23927.00	15.81	46.10	23927.00	0.00	15.87	46.37	15.1846	16.5731	0.0155792	44.418	48.4765	0.0155828
ENSG00000061273.17	ENST00000080059.11,ENST00000354334.7,ENST00000380610.8,ENST00000417107.5,ENST00000417902.5,ENST00000421231.5,ENST00000422254.5,ENST00000425451.2,ENST00000427332.6,ENST00000430670.5,ENST00000433685.5,ENST00000434070.5,ENST00000440293.5,ENST00000445237.2,ENST00000447463.5,ENST00000450805.5,ENST00000459625.5,ENST00000463732.5,ENST00000470668.5,ENST00000471235.1,ENST00000477203.6,ENST00000477937.2,ENST00000485796.5,ENST00000488927.2,ENST00000491464.1,ENST00000547259.1,ENST00000548080.5,ENST00000548938.5,ENST00000549883.5,ENST00000552960.5	3838.72	3630.05	664.00	0.89	2.60	664.00	0.00	1.29	3.77	1.08674	1.50315	0.0560512	3.17518	4.39214	0.0560647
ENSG00000061337.15	ENST00000265801.6,ENST00000381569.5,ENST00000522290.5,ENST00000616228.1	3252.50	3044.30	0.00	0.00	0.00	0.00	0.00	0.21	0.60	0.0016234	0.605013	0.635608	0.00441798	1.76827	0.635517
ENSG00000061455.10	ENST00000407847.4,ENST00000427739.1,ENST00000434521.1,ENST00000464424.1	2684.00	2475.41	0.00	0.00	0.00	0.00	0.00	0.13	0.38	0.00525668	0.331895	0.50564	0.0156705	0.970386	0.505655
ENSG00000061492.11	ENST00000361560.6,ENST00000398754.1,ENST00000504809.5,ENST00000506684.5	1457.75	1249.07	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.00250928	0.0313544	0.34128	0.00734055	0.0916509	0.341322
ENSG00000061656.9	ENST00000374273.7,ENST00000430878.1,ENST00000454819.1,ENST00000462896.1,ENST00000463973.5,ENST00000468248.5,ENST00000498203.1	801.14	592.47	75.00	0.62	1.80	75.00	0.00	0.69	2.02	0.528111	0.864919	0.0846454	1.54366	2.5279	0.0846264
